1,1,16
1,8,0
21,7,1
21,8,20
21,12,9
21,20,16
21,23,1
3,1,18
3,8,0
3,18,2
3,24,0
22,7,2
22,8,20
22,21,23
22,23,2
20,2,23
20,7,0
20,9,5
20,23,0
9,7,4
9,8,5
9,11,21
9,22,8
9,24,5
8,5,9
8,7,3
8,8,5
8,16,9
8,18,7
8,24,5
