12,7,2
12,8,10
12,19,17
12,21,13
12,23,2
12,24,10
15,2,18
15,7,0
15,17,10
15,23,0
10,2,13
10,7,0
10,19,15
10,23,0
14,7,4
14,8,10
14,19,19
14,24,10
4,1,19
4,8,0
4,10,9
4,24,0
19,7,4
19,8,15
19,13,9
19,17,14
19,24,15
