24,7,4
24,8,20
23,7,3
23,8,20
23,14,21
23,18,22
23,23,3
11,7,1
11,8,10
11,19,16
11,23,1
18,3,8
18,4,16
18,7,3
18,8,15
18,13,8
18,14,16
18,15,23
18,16,19
18,17,13
18,18,17
18,23,3
18,24,15
5,2,8
5,7,0
17,7,2
17,8,15
17,13,7
17,15,22
17,17,12
17,21,18
17,23,2
17,24,15
