16,6,21
16,7,1
16,8,15
16,15,21
16,17,11
16,23,1
0,0,18
0,1,15
0,2,3
13,7,3
13,8,10
13,14,11
13,16,14
13,18,12
13,19,18
13,23,3
13,24,10
2,1,17
2,8,0
2,21,3
2,24,0
7,7,2
7,8,5
7,21,8
7,24,5
6,7,1
6,8,5
